Sex,LFSP_C16,Labour force status,ASGS_2016,Region,Value
Males,LF,Total Labour Force,216021413,Numurkah,4
Females,LF,Total Labour Force,216021413,Numurkah,38
Persons,LF,Total Labour Force,216021413,Numurkah,37
Males,TOT,Total,216021413,Numurkah,7
Females,TOT,Total,216021413,Numurkah,112
Persons,TOT,Total,216021413,Numurkah,118
Males,1,"Employed, worked full-time",216021414,Yarrawonga,0
Females,1,"Employed, worked full-time",216021414,Yarrawonga,3
Persons,1,"Employed, worked full-time",216021414,Yarrawonga,3
Males,2,"Employed, worked part-time",216021414,Yarrawonga,0
Females,2,"Employed, worked part-time",216021414,Yarrawonga,29
Persons,2,"Employed, worked part-time",216021414,Yarrawonga,26
Males,3,"Employed, away from work",216021414,Yarrawonga,0
Females,3,"Employed, away from work",216021414,Yarrawonga,3
Persons,3,"Employed, away from work",216021414,Yarrawonga,3
Males,4,"Employed, hours of work not stated",216021414,Yarrawonga,0
Females,4,"Employed, hours of work not stated",216021414,Yarrawonga,0
Persons,4,"Employed, hours of work not stated",216021414,Yarrawonga,0
Males,5,"Unemployed, looking for full-time work",216021414,Yarrawonga,0
Females,5,"Unemployed, looking for full-time work",216021414,Yarrawonga,0
Persons,5,"Unemployed, looking for full-time work",216021414,Yarrawonga,0
Males,6,"Unemployed, looking for part-time work",216021414,Yarrawonga,0
Females,6,"Unemployed, looking for part-time work",216021414,Yarrawonga,0
Persons,6,"Unemployed, looking for part-time work",216021414,Yarrawonga,0
Males,7,Not in the labour force,216021414,Yarrawonga,0
Females,7,Not in the labour force,216021414,Yarrawonga,45
Persons,7,Not in the labour force,216021414,Yarrawonga,53
Males,Z,Labour force status not stated,216021414,Yarrawonga,0
Females,Z,Labour force status not stated,216021414,Yarrawonga,0
Persons,Z,Labour force status not stated,216021414,Yarrawonga,0
Males,EMP,Total Employed,216021414,Yarrawonga,0
Females,EMP,Total Employed,216021414,Yarrawonga,38
Persons,EMP,Total Employed,216021414,Yarrawonga,37
Males,UEMP,Total Unemployed,216021414,Yarrawonga,0
Females,UEMP,Total Unemployed,216021414,Yarrawonga,0
Persons,UEMP,Total Unemployed,216021414,Yarrawonga,0
Males,LF,Total Labour Force,216021414,Yarrawonga,0
Females,LF,Total Labour Force,216021414,Yarrawonga,37
Persons,LF,Total Labour Force,216021414,Yarrawonga,36
Males,TOT,Total,216021414,Yarrawonga,6
Females,TOT,Total,216021414,Yarrawonga,85
Persons,TOT,Total,216021414,Yarrawonga,91
Males,1,"Employed, worked full-time",216031415,Mooroopna,3
Females,1,"Employed, worked full-time",216031415,Mooroopna,10
Persons,1,"Employed, worked full-time",216031415,Mooroopna,14
Males,2,"Employed, worked part-time",216031415,Mooroopna,0
Females,2,"Employed, worked part-time",216031415,Mooroopna,32
Persons,2,"Employed, worked part-time",216031415,Mooroopna,34
Males,3,"Employed, away from work",216031415,Mooroopna,0
Females,3,"Employed, away from work",216031415,Mooroopna,0
Persons,3,"Employed, away from work",216031415,Mooroopna,0
Males,4,"Employed, hours of work not stated",216031415,Mooroopna,0
Females,4,"Employed, hours of work not stated",216031415,Mooroopna,0
Persons,4,"Employed, hours of work not stated",216031415,Mooroopna,0
Males,5,"Unemployed, looking for full-time work",216031415,Mooroopna,0
Females,5,"Unemployed, looking for full-time work",216031415,Mooroopna,3
Persons,5,"Unemployed, looking for full-time work",216031415,Mooroopna,3
Males,6,"Unemployed, looking for part-time work",216031415,Mooroopna,0
Females,6,"Unemployed, looking for part-time work",216031415,Mooroopna,3
Persons,6,"Unemployed, looking for part-time work",216031415,Mooroopna,3
Males,7,Not in the labour force,216031415,Mooroopna,6
Females,7,Not in the labour force,216031415,Mooroopna,78
Persons,7,Not in the labour force,216031415,Mooroopna,79
Males,Z,Labour force status not stated,216031415,Mooroopna,0
Females,Z,Labour force status not stated,216031415,Mooroopna,0
Persons,Z,Labour force status not stated,216031415,Mooroopna,0
Males,EMP,Total Employed,216031415,Mooroopna,4
Females,EMP,Total Employed,216031415,Mooroopna,39
Persons,EMP,Total Employed,216031415,Mooroopna,42
Males,UEMP,Total Unemployed,216031415,Mooroopna,0
Females,UEMP,Total Unemployed,216031415,Mooroopna,5
Persons,UEMP,Total Unemployed,216031415,Mooroopna,5
Males,LF,Total Labour Force,216031415,Mooroopna,4
Females,LF,Total Labour Force,216031415,Mooroopna,42
Persons,LF,Total Labour Force,216031415,Mooroopna,47
Males,TOT,Total,216031415,Mooroopna,12
Females,TOT,Total,216031415,Mooroopna,118
Persons,TOT,Total,216031415,Mooroopna,134
Males,1,"Employed, worked full-time",216031416,Shepparton - North,4
Females,1,"Employed, worked full-time",216031416,Shepparton - North,14
Persons,1,"Employed, worked full-time",216031416,Shepparton - North,22
Males,2,"Employed, worked part-time",216031416,Shepparton - North,0
Females,2,"Employed, worked part-time",216031416,Shepparton - North,30
Persons,2,"Employed, worked part-time",216031416,Shepparton - North,30
Males,3,"Employed, away from work",216031416,Shepparton - North,0
Females,3,"Employed, away from work",216031416,Shepparton - North,4
Persons,3,"Employed, away from work",216031416,Shepparton - North,4
Males,4,"Employed, hours of work not stated",216031416,Shepparton - North,0
Females,4,"Employed, hours of work not stated",216031416,Shepparton - North,0
Persons,4,"Employed, hours of work not stated",216031416,Shepparton - North,0
Males,5,"Unemployed, looking for full-time work",216031416,Shepparton - North,0
Females,5,"Unemployed, looking for full-time work",216031416,Shepparton - North,5
Persons,5,"Unemployed, looking for full-time work",216031416,Shepparton - North,5
Males,6,"Unemployed, looking for part-time work",216031416,Shepparton - North,0
Females,6,"Unemployed, looking for part-time work",216031416,Shepparton - North,14
Persons,6,"Unemployed, looking for part-time work",216031416,Shepparton - North,18
Males,7,Not in the labour force,216031416,Shepparton - North,3
Females,7,Not in the labour force,216031416,Shepparton - North,136
Persons,7,Not in the labour force,216031416,Shepparton - North,142
Males,Z,Labour force status not stated,216031416,Shepparton - North,0
Females,Z,Labour force status not stated,216031416,Shepparton - North,0
Persons,Z,Labour force status not stated,216031416,Shepparton - North,0
Males,EMP,Total Employed,216031416,Shepparton - North,4
Females,EMP,Total Employed,216031416,Shepparton - North,46
Persons,EMP,Total Employed,216031416,Shepparton - North,49
Males,UEMP,Total Unemployed,216031416,Shepparton - North,0
Females,UEMP,Total Unemployed,216031416,Shepparton - North,21
Persons,UEMP,Total Unemployed,216031416,Shepparton - North,22
Males,LF,Total Labour Force,216031416,Shepparton - North,7
Females,LF,Total Labour Force,216031416,Shepparton - North,69
Persons,LF,Total Labour Force,216031416,Shepparton - North,71
Males,TOT,Total,216031416,Shepparton - North,12
Females,TOT,Total,216031416,Shepparton - North,203
Persons,TOT,Total,216031416,Shepparton - North,212
Males,1,"Employed, worked full-time",216031417,Shepparton - South,7
Females,1,"Employed, worked full-time",216031417,Shepparton - South,21
Persons,1,"Employed, worked full-time",216031417,Shepparton - South,31
Males,2,"Employed, worked part-time",216031417,Shepparton - South,4
Females,2,"Employed, worked part-time",216031417,Shepparton - South,33
Persons,2,"Employed, worked part-time",216031417,Shepparton - South,41
Males,3,"Employed, away from work",216031417,Shepparton - South,0
Females,3,"Employed, away from work",216031417,Shepparton - South,11
Persons,3,"Employed, away from work",216031417,Shepparton - South,11
Males,4,"Employed, hours of work not stated",216031417,Shepparton - South,0
Females,4,"Employed, hours of work not stated",216031417,Shepparton - South,0
Persons,4,"Employed, hours of work not stated",216031417,Shepparton - South,0
Males,5,"Unemployed, looking for full-time work",216031417,Shepparton - South,0
Females,5,"Unemployed, looking for full-time work",216031417,Shepparton - South,5
Persons,5,"Unemployed, looking for full-time work",216031417,Shepparton - South,5
Males,6,"Unemployed, looking for part-time work",216031417,Shepparton - South,3
Females,6,"Unemployed, looking for part-time work",216031417,Shepparton - South,12
Persons,6,"Unemployed, looking for part-time work",216031417,Shepparton - South,18
Males,7,Not in the labour force,216031417,Shepparton - South,4
Females,7,Not in the labour force,216031417,Shepparton - South,173
Persons,7,Not in the labour force,216031417,Shepparton - South,173
Males,Z,Labour force status not stated,216031417,Shepparton - South,0
Females,Z,Labour force status not stated,216031417,Shepparton - South,7
Persons,Z,Labour force status not stated,216031417,Shepparton - South,7
Males,EMP,Total Employed,216031417,Shepparton - South,12
Females,EMP,Total Employed,216031417,Shepparton - South,66
Persons,EMP,Total Employed,216031417,Shepparton - South,79
Males,UEMP,Total Unemployed,216031417,Shepparton - South,3
Females,UEMP,Total Unemployed,216031417,Shepparton - South,25
Persons,UEMP,Total Unemployed,216031417,Shepparton - South,27
Males,LF,Total Labour Force,216031417,Shepparton - South,13
Females,LF,Total Labour Force,216031417,Shepparton - South,91
Persons,LF,Total Labour Force,216031417,Shepparton - South,105
Males,TOT,Total,216031417,Shepparton - South,15
Females,TOT,Total,216031417,Shepparton - South,264
Persons,TOT,Total,216031417,Shepparton - South,279
Males,1,"Employed, worked full-time",216031418,Shepparton Region - East,3
Females,1,"Employed, worked full-time",216031418,Shepparton Region - East,3
Persons,1,"Employed, worked full-time",216031418,Shepparton Region - East,9
Males,2,"Employed, worked part-time",216031418,Shepparton Region - East,0
Females,2,"Employed, worked part-time",216031418,Shepparton Region - East,0
Persons,2,"Employed, worked part-time",216031418,Shepparton Region - East,0
Males,3,"Employed, away from work",216031418,Shepparton Region - East,0
Females,3,"Employed, away from work",216031418,Shepparton Region - East,0
Persons,3,"Employed, away from work",216031418,Shepparton Region - East,0
Males,4,"Employed, hours of work not stated",216031418,Shepparton Region - East,0
Females,4,"Employed, hours of work not stated",216031418,Shepparton Region - East,0
Persons,4,"Employed, hours of work not stated",216031418,Shepparton Region - East,0
Males,5,"Unemployed, looking for full-time work",216031418,Shepparton Region - East,0
Females,5,"Unemployed, looking for full-time work",216031418,Shepparton Region - East,0
Persons,5,"Unemployed, looking for full-time work",216031418,Shepparton Region - East,0
Males,6,"Unemployed, looking for part-time work",216031418,Shepparton Region - East,0
Females,6,"Unemployed, looking for part-time work",216031418,Shepparton Region - East,0
Persons,6,"Unemployed, looking for part-time work",216031418,Shepparton Region - East,0
Males,7,Not in the labour force,216031418,Shepparton Region - East,0
Females,7,Not in the labour force,216031418,Shepparton Region - East,18
Persons,7,Not in the labour force,216031418,Shepparton Region - East,18
Males,Z,Labour force status not stated,216031418,Shepparton Region - East,0
Females,Z,Labour force status not stated,216031418,Shepparton Region - East,0
Persons,Z,Labour force status not stated,216031418,Shepparton Region - East,0
Males,EMP,Total Employed,216031418,Shepparton Region - East,3
Females,EMP,Total Employed,216031418,Shepparton Region - East,6
Persons,EMP,Total Employed,216031418,Shepparton Region - East,9
Males,UEMP,Total Unemployed,216031418,Shepparton Region - East,0
Females,UEMP,Total Unemployed,216031418,Shepparton Region - East,0
Persons,UEMP,Total Unemployed,216031418,Shepparton Region - East,0
Males,LF,Total Labour Force,216031418,Shepparton Region - East,3
Females,LF,Total Labour Force,216031418,Shepparton Region - East,6
Persons,LF,Total Labour Force,216031418,Shepparton Region - East,9
Males,TOT,Total,216031418,Shepparton Region - East,3
Females,TOT,Total,216031418,Shepparton Region - East,18
Persons,TOT,Total,216031418,Shepparton Region - East,27
Males,1,"Employed, worked full-time",216031419,Shepparton Region - West,0
Females,1,"Employed, worked full-time",216031419,Shepparton Region - West,9
Persons,1,"Employed, worked full-time",216031419,Shepparton Region - West,12
Males,2,"Employed, worked part-time",216031419,Shepparton Region - West,0
Females,2,"Employed, worked part-time",216031419,Shepparton Region - West,15
Persons,2,"Employed, worked part-time",216031419,Shepparton Region - West,15
Males,3,"Employed, away from work",216031419,Shepparton Region - West,0
Females,3,"Employed, away from work",216031419,Shepparton Region - West,7
Persons,3,"Employed, away from work",216031419,Shepparton Region - West,7
Males,4,"Employed, hours of work not stated",216031419,Shepparton Region - West,0
Females,4,"Employed, hours of work not stated",216031419,Shepparton Region - West,0
Persons,4,"Employed, hours of work not stated",216031419,Shepparton Region - West,0
Males,5,"Unemployed, looking for full-time work",216031419,Shepparton Region - West,0
Females,5,"Unemployed, looking for full-time work",216031419,Shepparton Region - West,0
Persons,5,"Unemployed, looking for full-time work",216031419,Shepparton Region - West,0
Males,6,"Unemployed, looking for part-time work",216031419,Shepparton Region - West,0
Females,6,"Unemployed, looking for part-time work",216031419,Shepparton Region - West,0
Persons,6,"Unemployed, looking for part-time work",216031419,Shepparton Region - West,0
Males,7,Not in the labour force,216031419,Shepparton Region - West,0
Females,7,Not in the labour force,216031419,Shepparton Region - West,36
Persons,7,Not in the labour force,216031419,Shepparton Region - West,37
Males,Z,Labour force status not stated,216031419,Shepparton Region - West,0
Females,Z,Labour force status not stated,216031419,Shepparton Region - West,0
Persons,Z,Labour force status not stated,216031419,Shepparton Region - West,3
Males,EMP,Total Employed,216031419,Shepparton Region - West,0
Females,EMP,Total Employed,216031419,Shepparton Region - West,29
Persons,EMP,Total Employed,216031419,Shepparton Region - West,28
Males,UEMP,Total Unemployed,216031419,Shepparton Region - West,0
Females,UEMP,Total Unemployed,216031419,Shepparton Region - West,0
Persons,UEMP,Total Unemployed,216031419,Shepparton Region - West,0
Males,LF,Total Labour Force,216031419,Shepparton Region - West,0
Females,LF,Total Labour Force,216031419,Shepparton Region - West,29
Persons,LF,Total Labour Force,216031419,Shepparton Region - West,28
Males,TOT,Total,216031419,Shepparton Region - West,3
Females,TOT,Total,216031419,Shepparton Region - West,67
Persons,TOT,Total,216031419,Shepparton Region - West,66
Males,1,"Employed, worked full-time",217011420,Glenelg (Vic.),3
Females,1,"Employed, worked full-time",217011420,Glenelg (Vic.),3
Persons,1,"Employed, worked full-time",217011420,Glenelg (Vic.),5
Males,2,"Employed, worked part-time",217011420,Glenelg (Vic.),0
Females,2,"Employed, worked part-time",217011420,Glenelg (Vic.),10
